Dataset,Sample_ID,Dataset_type,Date,Latitude,Longitude,Depth,Filter_fraction,SAR11,Growth_measure,Copiotrophs,Phototrophs,Estimate,Temperature,Phosphate,Nitrate,Ammonium,Chlorophyll,DOC,DIC,POC,Nitrite,Nitrate_Nitrite,Salinity,Oxygen,pH,Nitrogen_dioxide,Silicate,Day_lenght,Insolation,Chlorophyll_bis,SAR11_RA,CN1_RA
PICO,PID470_Ward,time,8/29/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.763017633,26.8,0.2,,1824,8.6,,1983.3,,,0.47,29.5,82.2,7.85,,14.06,,407.69,,0.335607269,0.370062695
PICO,PID471_Ward,time,9/5/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.782517683,27.9,0.03,,65.5,10.14,,2043.97,,,0,32,97.6,7.98,,3.65,,393.1,,0.254413067,0.285244481
PICO,PID472_Ward,time,9/12/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.728554868,24.7,0.09,,49.5,11.84,,1986.9,,,0.06,30,86,7.93,,18.86,,377.57,,0.321538788,0.353626127
PICO,PID473_Ward,time,9/19/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.526601748,26,0.07,,316,10.85,,2078.57,,,0.07,33,94.7,7.99,,3.89,,361.1,,0.491816484,0.536191345
PICO,PID474_Ward,time,9/26/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.852177046,23.1,0.13,,91,4.93,,2048.43,,,0,30,88.7,7.91,,9.14,,344.03,,0.254567511,0.290913775
PICO,PID475_Ward,time,10/3/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.803719829,25,0.05,,490,8.52,,2083.83,,,0.22,35,95.6,7.96,,2.99,,326.59,,0.292816226,0.346155668
PICO,PID476_Ward,time,10/10/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.803817802,21.5,0.1,,204.5,11.64,,2024.2,,,0,30,90.4,7.91,,11.2,,308.82,,0.314181132,0.351700403
PICO,PID477_Ward,time,10/17/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,2.042103316,21.7,0.04,,23,8,,2086.7,,,0,35.29,97.1,8.01,,1.25,,291.38,,0.064472885,0.123776451
PICO,PID478_Ward,time,10/24/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.908986024,20.4,0.09,,49,6.83,,2091.8,,,0.23,31.5,93.7,7.92,,7.11,,274.32,,0.216576626,0.248484785
PICO,PID481_Ward,time,10/31/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.874987746,16,0.16,,870.5,4.48,,2084.8,,,0,34.17,93.6,7.95,,3.56,,258,,0.259007645,0.324607834
PICO,PID484_Ward,time,11/7/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.718094816,12.7,0.06,,96,5.17,,2014.27,,,0.05,32,92.9,7.95,,9.95,,242.97,,0.394913325,0.412974386
PICO,PID485_Ward,time,11/14/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.702797889,14.4,0.02,,50,6.79,,2042.63,,,0,32.82,94.9,7.95,,4.47,,229.37,,0.413162316,0.436939703
PICO,PID486_Ward,time,11/21/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.488449266,13,0.09,,357,5.8,,1955.4,,,0.16,28.85,94.6,7.83,,11.86,,217.68,,0.57716645,0.58813092
PICO,PID487_Ward,time,11/28/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.372074494,12.3,0.05,,44,5.17,,1972.37,,,0,30.3,97.8,7.92,,7.03,,208.05,,0.675558856,0.686666107
PICO,PID488_Ward,time,12/5/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.512478153,14.3,0.05,,13,3.45,,1989.4,,,0,31.29,104.6,7.94,,5.05,,200.93,,0.532753372,0.549276654
PICO,PID489_Ward,time,12/12/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.515313659,15.1,0.07,,112,4.65,,2024.37,,,0,31.46,93.9,7.89,,3.08,,196.44,,0.543906588,0.562192432
PICO,PID490_Ward,time,12/19/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.873640073,13.6,0.06,,59,4.92,,2036.3,,,0.04,31.94,95.9,7.9,,2.65,,194.78,,0.262444068,0.296688478
PICO,PID491_Ward,time,12/27/12,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.625367649,11.7,0.08,,128,4.59,,2037.83,,,0.06,31.84,93.9,7.89,,2.95,,195.48,,0.499944211,0.521823736
PICO,PID492_Ward,time,1/2/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.522178525,11.4,0.03,,2,4.58,,2061.93,,,0,33.2,95.5,7.93,,1.61,,199.73,,0.558228852,0.579343377
PICO,PID493_Ward,time,1/10/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.542979791,10.8,0.04,,65.5,3.42,,2038.63,,,0.07,31.6,94.3,7.9,,2.98,,207.56,,0.548452014,0.565663006
PICO,PID494_Ward,time,1/16/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.51454039,13.4,0.02,,24.5,2.2,,2089.4,,,0,33.51,91.8,7.92,,0.9,,215.58,,0.543555985,0.557611711
PICO,PID495_Ward,time,1/23/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.475525958,9.1,0.03,,46,2.6,,1971.63,,,0,29.69,90,7.91,,3.47,,227.08,,0.587518521,0.599588689
PICO,PID496_Ward,time,1/30/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.823118612,11.1,0.01,,36.5,1.83,,2081.1,,,0,33.49,90.9,7.96,,0.51,,240.73,,0.320551562,0.34490936
PICO,PID497_Ward,time,2/6/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.579579191,10.1,0.02,,24.5,1.82,,2115.77,,,0,32.75,86.9,7.9,,1.94,,256.02,,0.568060496,0.578955977
PICO,PID498_Ward,time,2/13/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.862087322,12.4,0.03,,92.5,2.95,,1990.33,,,0,30.18,85.7,7.88,,3.1,,272.6,,0.323732508,0.344149729
PICO,PID525_Ward,time,2/22/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.394660488,9.8,0.02,,15,2.54,,1901.13,,,0.1,28.2,89.2,7.89,,5.91,,295.34,,0.621777071,0.63219549
PICO,PID526_Ward,time,2/27/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.900596706,11.9,0.04,,55.5,2.62,,2001.1,,,0,31.24,92.3,7.89,,3.18,,308.35,,0.236940947,0.263930028
PICO,PID527_Ward,time,3/6/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.467048657,10.9,0.05,,39,2.88,,1908.03,,,0,28.34,92,7.87,,5.74,,326.64,,0.600300381,0.613742858
PICO,PID528_Ward,time,3/13/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.595678717,12.8,0.08,,109.5,1.53,,2001,,,0.04,30.79,92.6,7.86,,3.54,,344.95,,0.510334311,0.52450845
PICO,PID529_Ward,time,3/20/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.463094726,13.5,0.02,,39.5,3.12,,1853.2,,,0,27.74,88.2,7.93,,4.14,,362.62,,0.601936868,0.611939536
PICO,PID530_Ward,time,3/27/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.358965429,9.8,0.04,,27,2.25,,2014.23,,,0.03,31.44,90.6,7.88,,3.33,,379.73,,0.672468355,0.680987475
PICO,PID531_Ward,time,4/3/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.391908366,13.6,0.07,,71.5,1.94,,2078.4,,,0,31.88,92.5,7.88,,3.12,,395.89,,0.681382887,0.68609142
PICO,PID532_Ward,time,4/10/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.462331514,16.4,0.03,,14.5,4.01,,1980.33,,,0,30.15,96.9,7.88,,1.8,,410.8,,0.627677666,0.636459759
PICO,PID533_Ward,time,4/17/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.680438852,19.5,0.03,,13,4.98,,2055.23,,,0,31.58,92.7,7.87,,2.28,,424.6,,0.446301693,0.456694515
PICO,PID534_Ward,time,4/24/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.945306727,15.7,0.03,,33.5,8.39,,1952.03,,,0,29.55,94.7,7.83,,2.76,,436.97,,0.262818626,0.289758318
PICO,PID535_Ward,time,5/1/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.48205259,18.4,0.05,,57,4.41,,2009,,,0,30.97,95.3,7.86,,1.86,,447.84,,0.616944859,0.626245536
PICO,PID536_Ward,time,5/8/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.435317403,18.6,0,,11.5,6.56,,1883.2,,,0.04,27.62,90.8,7.84,,3.56,,457.39,,0.621825428,0.633416472
PICO,PID537_Ward,time,5/15/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.51462958,19.2,0.03,,5.5,4.51,,2014.3,,,0,30.56,93.6,7.88,,2.1,,465.26,,0.544309206,0.555524469
PICO,PID538_Ward,time,5/22/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.776834778,23.4,0.07,,50,4.44,,2079.73,,,0,32.92,94.8,7.88,,2.71,,471.86,,0.345007187,0.369521909
PICO,PID539_Ward,time,5/29/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.682756798,23,0.05,,22,3.02,,2111.17,,,0.04,34.78,97.7,7.94,,1.55,,477.05,,0.420886294,0.447062664
PICO,PID540_Ward,time,6/5/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,2.126669677,24.7,0.02,,9,6.8,,2107.43,,,0.04,34.57,95.1,7.95,,1.98,,480.63,,0.159816219,0.18914914
PICO,PID541_Ward,time,6/12/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.920642656,25.9,0.08,,28,3.91,,2087.7,,,0.07,34.79,96,7.94,,1.45,,482.69,,0.243458361,0.283681917
PICO,PID542_Ward,time,6/19/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.809290865,25.6,0.1,,130.5,5.26,,2075.43,,,0.03,34.14,90.4,7.92,,2.92,,483.33,,0.323684572,0.342637098
PICO,PID544_Ward,time,6/26/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.964595295,26.5,0.04,,9,4.75,,2071.1,,,0,34.88,99.9,7.98,,0.73,,482.45,,0.137775405,0.162251264
PICO,PID545_Ward,time,7/3/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.840388676,27,0.06,,18.5,6.26,,2066.97,,,0,34.28,97.4,7.96,,3.63,,480.04,,0.29266022,0.311844636
PICO,PID546_Ward,time,7/10/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,2.131623837,27.6,0.01,,7.5,2.98,,2078.23,,,0,35.38,100.9,8,,0.78,,476.14,,0.050297924,0.078537638
PICO,PID547_Ward,time,7/17/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,2.086698427,29.4,0.05,,28.5,6.73,,2057.33,,,0,34.54,91.7,7.97,,7.14,,470.81,,0.136484686,0.157813476
PICO,PID548_Ward,time,7/24/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.726479684,27.3,0.06,,17,4.36,,2106.87,,,0,35.75,96.1,7.97,,2.3,,464.06,,0.326253827,0.345319383
PICO,PID549_Ward,time,7/31/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.696705459,27.5,0.02,,33.5,10.9,,2000.6,,,0.03,32.35,91.9,7.89,,9.52,,455.79,,0.361867955,0.386436076
PICO,PID550_Ward,time,8/7/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.66525318,26.9,0.03,,29.5,5.52,,2099.73,,,0,34.99,94.7,7.95,,4.52,,446.17,,0.430761342,0.444848674
PICO,PID551_Ward,time,8/14/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.698067089,28.3,0.05,,95,6.71,,2115.97,,,0.03,35.41,89,7.97,,6.76,,435.45,,0.445760233,0.464336611
PICO,PID552_Ward,time,8/21/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,2.037946334,26.9,0.03,,53,5.46,,2106.8,,,0,34.97,94.7,7.95,,5.29,,423.42,,0.046811626,0.069467252
PICO,PID553_Ward,time,8/28/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,2.075573728,25.85,0.05,,89,6,,2091.87,,,0,34.38,93.5,7.96,,6.21,,410.2,,0.040919142,0.065177694
PICO,PID554_Ward,time,9/4/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.96746478,27.3,0.07,,155.5,7.08,,2059.77,,,0,33.48,92.6,7.93,,6.39,,395.77,,0.21276284,0.252908505
PICO,PID555_Ward,time,9/11/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.729020776,27.6,0.03,,28.5,5.79,,2072.53,,,0,34.08,90.05,7.95,,7.6,,380.37,,0.353581035,0.376285161
PICO,PID556_Ward,time,9/18/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.977391566,23.85,0.04,,75,8.31,,2101.93,,,0.07,34.36,93,7.94,,9.39,,364.1,,0.211698043,0.24772581
PICO,PID560_Ward,time,9/25/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.875648713,23.3,0.02,,51,5.74,,2081.2,,,0,34.22,96.45,7.96,,7.25,,347.08,,0.276659921,0.308101205
PICO,PID561_Ward,time,10/2/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.694998746,22.5,0.05,,69,6.16,,2033.93,,,0.13,32,89.2,7.93,,9.6,,329.68,,0.37415355,0.400568959
PICO,PID562_Ward,time,10/9/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.779205274,22.1,0.11,,1560.5,6.72,,2018.8,,,0.25,32.02,92.65,7.93,,7.92,,312,,0.331222188,0.37626156
PICO,PID563_Ward,time,10/16/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.826740851,21.3,0.11,,1632.5,7.19,,1940.23,,,0.87,29.51,91.3,7.86,,15.27,,294.45,,0.292314566,0.337467316
PICO,PID564_Ward,time,10/23/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.631251118,21.2,0.05,,736,5.2,,2011.2,,,0.41,32,88.4,7.95,,4.35,,277.27,,0.40200029,0.44594855
PICO,PID565_Ward,time,10/30/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.863405201,18.35,0.04,,196,4.52,,1998.1,,,0,31.18,89.65,7.95,,5.39,,256.31,,0.260545389,0.290181308
PICO,PID566_Ward,time,11/6/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.550890322,18.4,0.06,,386.5,5.19,,2063.07,,,0.11,33.29,92.3,7.98,,2.3,,241.43,,0.500822588,0.53267649
PICO,PID567_Ward,time,11/13/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.576755412,12.2,0.07,,82,5.8,,1958.57,,,0.03,28.63,88.55,7.9,,11.6,,227.99,,0.463964624,0.485540889
PICO,PID568_Ward,time,11/20/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.55826333,14.9,0.04,,77,4.11,,2071.73,,,0.03,32.69,90.4,7.96,,3.23,,216.53,,0.536796265,0.554139823
PICO,PID569_Ward,time,11/27/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.967697046,14.75,0.04,,145.5,4,,2079.1,,,0.2,32.71,92.6,7.93,,1.92,,207.14,,0.233206993,0.271240404
PICO,PID570_Ward,time,12/4/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.984841627,13.15,0.04,,67.5,4.85,,2084.57,,,0.06,33.43,89.5,7.94,,1.94,,200.32,,0.161712917,0.199691369
PICO,PID571_Ward,time,12/11/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.801367492,12.5,0.06,,111,3.55,,2066.73,,,0.16,32.22,90.25,7.89,,4.23,,196.12,,0.352517303,0.371924506
PICO,PID572_Ward,time,12/18/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.703414621,12.1,0.05,,76.5,4.95,,2047.47,,,0,32.39,91.65,7.92,,3.99,,194.68,,0.438241473,0.469713359
PICO,PID573_Ward,time,12/25/13,34.7181,-76.6707,5,NF,yes,WMCN,yes,no,1.723873816,12.8,0.06,,62.5,3.1,,2064.6,,,0.11,32.68,90.85,7.94,,3.49,,196.12,,0.441472607,0.468942778
SPOT,2.2009.5m_SPOT,time,2/18/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,13.66545,0.185,1.088,,1.11265,,,259.638409,,,33.33685,3.62303,,,,,,1.94016,0.539172221,0.612818752
SPOT,3.2009.5m_SPOT,time,3/11/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.07105,0.21,0.088,,2.77179,,,129.929596,,,33.3577,3.88054,,,,,,0.5918,,
SPOT,4.2009.5m_SPOT,time,4/23/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.5248,0.18,0.9275,,0.6783,,,106.5675,,,33.45605,4.07582,,,,,,0.42073,0.33145659,0.40921346
SPOT,5.2009.5m_SPOT,time,5/13/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,16.53055,0.105,0.035,,0.42285,,,92.625101,,,33.44725,4.04212,,,,,,0.39538,0.478679268,0.60842766
SPOT,6.2009.5m_SPOT,time,6/18/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.6643,0.15,2.0715,,0.30158,,,67.723211,,,33.532,3.6827,,,,,,0.22912,0.524660017,0.653871735
SPOT,7.2009.5m_SPOT,time,7/9/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.91835,0.205,1.3665,,3.48242,,,198.769225,,,33.5462,3.97068,,,,,,5.76131,0.449047861,0.641173459
SPOT,8.2009.5m_SPOT,time,8/19/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,19.24,0.045,0.0775,,0.42942,,,112.136042,,,,4.64,,,,,,0.45108,0.54706378,0.647958057
SPOT,9.2009.5m_SPOT,time,9/24/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,21.35,0.055,0.092,,0.32865,,,71.539853,,,33.57,3.8,,,,,,0.22401,0.479268301,0.574520014
SPOT,10.2009.5m_SPOT,time,10/22/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,0.22838,,,64.26432,,,,,,,,,,0.21567,,
SPOT,11.2009.5m_SPOT,time,11/11/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,0.25893,,,70.423419,,,,,,,,,,0.28154,,
SPOT,12.2009.5m_SPOT,time,12/23/09,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,0.15,0.619,,0.4745,,,129.81653,,,,,,,,,,0.67679,0.59049428,0.645098854
SPOT,1.2010.5m_SPOT,time,1/28/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.96,,,,1.1163,,,235.195687,,,33.1,,,,,,,2.12981,0.504117152,0.597679544
SPOT,2.2010.5m_SPOT,time,2/11/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.59,0,0.381542,,0.65365,,,109.939653,,,33.24,,,,,,,0.63286,0.560236889,0.673415338
SPOT,3.2010.5m_SPOT,time,3/24/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.86,0,0.065383,,1.93465,,,393.462114,,,33.3,,,,,,,0.83162,0.462344234,0.596775373
SPOT,4.2010.5m_SPOT,time,4/27/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.1212,0.555,5.939,,0.68272,,,174.099885,,,33.4029,5.05802,,,,,,0.71904,0.681835382,0.753695146
SPOT,5.2010.5m_SPOT,time,5/17/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.0947,0.17,0.182,,1.30468,,,182.214096,,,33.33555,5.34375,,,,,,1.31575,0.595901722,0.676202833
SPOT,6.2010.5m_SPOT,time,6/29/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,0.17,0.337,,0.30893,,,100.77816,,,,,,,,,,0.37905,0.657941281,0.70559858
SPOT,7.2010.5m_SPOT,time,7/21/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,17.00085,0.16,0.1165,,0.67807,,,137.67908,,,33.50225,5.60892,,,,,,1.02913,0.428001739,0.533907646
SPOT,8.2010.5m_SPOT,time,8/11/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.4464,0.125,0.0995,,0.71412,,,98.57449,,,33.47925,4.84354,,,,,,0.40244,0.582233831,0.696776794
SPOT,9.2010.5m_SPOT,time,9/15/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,0.15,0.15,,0.92392,,,242.752859,,,,,,,,,,1.09982,0.538838827,0.746165192
SPOT,10.2010.5m_SPOT,time,10/21/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.38675,0.145,0.2995,,0.4274,,,95.190036,,,33.48515,3.92192,,,,,,,0.572296533,0.707360616
SPOT,11.2010.5m_SPOT,time,11/23/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.9502,0.11,0.14,,0.97637,,,102.197743,,,33.42375,4.0327,,,,,,0.44836,0.459032176,0.550975727
SPOT,12.2010.5m_SPOT,time,12/16/10,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.82055,0.16,0.093,,1.46838,,,144.293246,,,33.4013,4.11144,,,,,,0.82259,0.50767223,0.583162293
SPOT,1.2011.5m_SPOT,time,1/11/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,12.7256,0.786666,2.230666,,7.32448,,,465.40997,,,33.2197,4.40347,,,,,,21.77576,0.445396195,0.485256554
SPOT,2.2011.5m_SPOT,time,2/23/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,1.07052,,,11.484264,,,,,,,,,,1.32458,0.584391673,0.657202407
SPOT,3.2011.5m_SPOT,time,3/15/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,13.1843,0.14742,0,,5.02717,,,70.52767,,,33.5129,4.87661,,,,,,1.3618,0.275086142,0.327609096
SPOT,4.2011.5m_SPOT,time,4/29/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,16.3206,0.189936,0,,0.81342,,,7.1656647,,,33.4063,3.50632,,,,,,0.8034,0.497237193,0.58541089
SPOT,5.2011.5m_SPOT,time,5/24/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.9342,0.297368,0,,0.84082,,,17.78177,,,33.4291,3.75533,,,,,,0.93552,,
SPOT,6.2011.5m_SPOT,time,6/22/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.4651,0.16960958,0,,0.51372,,,6.003615,,,33.545,3.67913,,,,,,0.40336,0.581708196,0.676810532
SPOT,7.2011.5m_SPOT,time,7/20/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,0.30393,,,5.398616,,,,,,,,,,0.35138,0.583495619,0.720756303
SPOT,8.2011.5m_SPOT,time,8/17/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.535,0.1947064,0,,0.30992,,,5.421209,,,33.5773,3.60282,,,,,,0.34248,0.708958849,0.755648363
SPOT,9.2011.5m_SPOT,time,9/28/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,0.40121,,,4.0771356,,,,,,,,,,0.43033,0.643154819,0.780278884
SPOT,10.2011.5m_SPOT,time,10/25/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,17.1366,0.2181088,0,,0.56398,,,2.6080685,,,33.4035,5.25544,,,,,,0.30684,0.565937935,0.648605591
SPOT,11.2011.5m_SPOT,time,11/29/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.9854,,,,0.35273,,,6.738521,,,33.3709,5.13928,,,,,,0.36797,0.536271774,0.649773218
SPOT,12.2011.5m_SPOT,time,12/20/11,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.3205,0.2337153,0,,0.32284,,,5.346955,,,33.3575,5.02373,,,,,,0.31539,0.649404582,0.717751216
SPOT,1.2012.5m_SPOT,time,1/26/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.5337,,,,0.65196,,,40.388096,,,33.3258,6.20064,,,,,,1.2374,0.432650673,0.493831661
SPOT,2.2012.5m_SPOT,time,2/16/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.4827,0.31786104,0.58738944,,0.63298,,,10.09675,,,33.4017,5.79092,,,,,,0.70594,0.515572023,0.622175063
SPOT,3.2012.5m_SPOT,time,3/22/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.1326,0.23996966,0,,2.056,,,194.23975,,,33.4728,6.09945,,,,,,1.02568,0.577493189,0.730434384
SPOT,4.2012.5m_SPOT,time,4/14/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,1.48303,,,,,,,,,,,,,,,
SPOT,5.2012.5m_SPOT,time,5/3/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,,,,,0.4251,,,16.075497,,,,,,,,,,0.74344,0.614832191,0.674444097
SPOT,6.2012.5m_SPOT,time,6/20/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,16.7884,0.27025558,0,,0.29173,,,224.46512,,,33.5546,5.79783,,,,,,0.26123,0.561958968,0.635960055
SPOT,7.2012.5m_SPOT,time,7/9/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,18.0948,,,,0.2901,,,4.209793,,,33.5699,5.51897,,,,,,0.22492,0.445075784,0.592890907
SPOT,8.2012.5m_SPOT,time,8/15/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,20.8995,0.21377622,0,,0.18505,,,1.036051,,,33.5806,5.30536,,,,,,0.1993,0.575451903,0.678598942
SPOT,9.2012.5m_SPOT,time,9/28/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,20.3584,0.21695436,0.24212628,,0.16426,,,2.858858,,,33.5388,5.27966,,,,,,0.15107,0.689728657,0.820974605
SPOT,10.2012.5m_SPOT,time,10/17/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,21.1048,0.22460228,0.17187933,,0.19697,,,2.8027546,,,33.6361,5.16863,,,,,,0.18863,0.548374996,0.676146784
SPOT,11.2012.5m_SPOT,time,11/28/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,17.5967,,,,0.27236,,,8.442102,,,33.6269,5.38402,,,,,,0.13468,0.557075484,0.665452041
SPOT,12.2012.5m_SPOT,time,12/11/12,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,17.5967,0.094684,0.039441,,0.26456,,,1.8604612,,,33.6269,5.38402,,,,,,0.23167,0.496437101,0.568113617
SPOT,1.2013.5m_SPOT,time,1/16/13,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,13.3976,0.332118,2.051081842,,0.85673,,,57.092552,,,33.5022,5.69879,,,,,,0.77221,0.634833478,0.672275191
SPOT,2.2013.5m_SPOT,time,2/13/13,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,13.9365,0.197576,0.067219661,,0.59356,,,19.321674,,,33.4983,5.90818,,,,,,0.60653,0.603055593,0.662127307
SPOT,3.2013.5m_SPOT,time,3/13/13,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,14.2089,0.146219,,,0.89902,,,60.546528,,,33.5178,6.3963,,,,,,1.05908,0.531641583,0.608741701
SPOT,4.2013.5m_SPOT,time,4/24/13,33.55,-118.4,5,FL,yes,WMGR,yes,yes,,15.7838,0.177677,0.051711,,1.21447,,,14.16854,,,33.5719,6.04211,,,,,,0.61386,0.402783918,0.523054946
